id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
136	archialt	Oermos	Archidium alternifolium (Hedw.) Mitt.	INBSYS0000000616	Mossen	2673698	Archidium alternifolium Mitten, 1851	SPECIES	Archidiales	EXACT	Bryophyta	Plantae	Archidium	Bryopsida	100	FALSE	ACCEPTED	Archidiaceae
137	atric-sp	Rimpelmos (G)	Atrichum	NBNSYS0000130684	Mossen	2673296	Atrichum P.Beauv.	GENUS	Polytrichales	EXACT	Bryophyta	Plantae	Atrichum	Bryopsida	94	FALSE	ACCEPTED	Polytrichaceae
138	atricang	Rood rimpelmos	Atrichum angustatum (Brid.) Bruch & Schimp.	NHMSYS0000309385	Mossen	2682949	Atrichum angustatum Bruch & W.P.Schimper, 1844	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Atrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
139	atricten	Klein rimpelmos	Atrichum tenellum (Röhl.) Bruch & Schimp.	INBSYS0000000675	Mossen	2682946	Atrichum tenellum Bruch & W.P.Schimper, 1844	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Atrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
140	atricund	Groot rimpelmos	Atrichum undulatum (Hedw.) P.Beauv.	NBNSYS0000036148	Mossen	2673299	Atrichum undulatum Palisot de Beauvois, 1805	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Atrichum	Bryopsida	100	FALSE	DOUBTFUL	Polytrichaceae
141	aulac-sp	Knopjesmos (G)	Aulacomnium	NBNSYS0000130702	Mossen	2675974	Aulacomnium Schwägr.	GENUS	Bryales	EXACT	Bryophyta	Plantae	Aulacomnium	Bryopsida	94	FALSE	ACCEPTED	Aulacomniaceae
142	aulacand	Gewoon knopjesmos	Aulacomnium androgynum (Hedw.) Schwägr.	INBSYS0000000636	Mossen	2675978	Aulacomnium androgynum Schwaegrichen, 1827	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Aulacomnium	Bryopsida	100	FALSE	ACCEPTED	Aulacomniaceae
143	aulacpal	Roodviltmos	Aulacomnium palustre (Hedw.) Schwägr.	INBSYS0000000637	Mossen	2675979	Aulacomnium palustre Schwaegrichen, 1827	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Aulacomnium	Bryopsida	100	FALSE	ACCEPTED	Aulacomniaceae
144	barbi-sp	Tandmos (G)	Barbilophozia	NBNSYS0000130777	Mossen	2689428	Barbilophozia Loeske	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Barbilophozia	Jungermanniopsida	94	FALSE	ACCEPTED	Anastrophyllaceae
145	barbiatt	Steil tandmos	Barbilophozia attenuata (Mart.) Loeske	NBNSYS0000035832	Mossen	4277450	Barbilophozia attenuata (Mart.) Loeske	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Neoorthocaulis	Jungermanniopsida	100	TRUE	SYNONYM	Anastrophyllaceae
146	barbibar	Glanzend tandmos	Barbilophozia barbata (Schmidel ex Schreb.) Loeske	NHMSYS0000309397	Mossen	2689432	Barbilophozia barbata (Schmidel ex Schreb.) Loeske	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Barbilophozia	Jungermanniopsida	100	FALSE	ACCEPTED	Anastrophyllaceae
147	barbiflo	Spits tandmos	Barbilophozia floerkei (F.Weber & D.Mohr) Loeske	NHMSYS0000309398	Mossen	7259120	Barbilophozia floerkei (F.Weber & D.Mohr) Loeske	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Neoorthocaulis	Jungermanniopsida	100	TRUE	SYNONYM	Anastrophyllaceae
148	barbihat	Gestekeld tandmos	Barbilophozia hatcheri (A.Evans) Loeske	NHMSYS0000309399	Mossen	2689433	Barbilophozia hatcheri (A.Evans) Loeske	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Barbilophozia	Jungermanniopsida	100	FALSE	ACCEPTED	Anastrophyllaceae
149	barbikun	Kaal tandmos	Barbilophozia kunzeana (Huebener) Müll.Frib.	INBSYS0000000645	Mossen	2689431	Barbilophozia kunzeana (Huebener) Müll.Frib.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Schljakovia	Jungermanniopsida	100	TRUE	SYNONYM	Anastrophyllaceae
150	barbu-sp	Smaragdsteeltje p.p. (G)	Barbula	NBNSYS0000130778	Mossen	2670791	Barbula Hedw.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Barbula	Bryopsida	92	FALSE	ACCEPTED	Pottiaceae
151	barbucon	Gewoon smaragdsteeltje	Barbula convoluta Hedw.	NBNSYS0000036364	Mossen	5280387	Barbula convoluta Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Barbula	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
152	barbuung	Kleismaragdsteeltje	Barbula unguiculata Hedw.	NBNSYS0000036367	Mossen	5280516	Barbula unguiculata Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Barbula	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
153	bartr-sp	Appelmos (G)	Bartramia	INBSYS0000000805	Mossen	2481704	Bartramia Lesson, 1831	GENUS	Charadriiformes	EXACT	Chordata	Animalia	Bartramia	Aves	92	FALSE	ACCEPTED	Scolopacidae
154	bartrhal	Groot appelmos	Bartramia halleriana Hedw.	NBNSYS0000036674	Mossen	5282460	Bartramia halleriana Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bartramia	Bryopsida	100	FALSE	DOUBTFUL	Bartramiaceae
155	bartrith	Stijf appelmos	Bartramia ithyphylla Brid.	NBNSYS0000036675	Mossen	5282488	Bartramia ithyphylla Bridel, 1803	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bartramia	Bryopsida	100	FALSE	DOUBTFUL	Bartramiaceae
156	bartrpom	Gewoon appelmos	Bartramia pomiformis Hedw.	NBNSYS0000036673	Mossen	5282468	Bartramia pomiformis Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bartramia	Bryopsida	100	FALSE	DOUBTFUL	Bartramiaceae
157	bazzifla	Klein zweepmos	Bazzania flaccida (Dumort.) Grolle	INBSYS0000000577	Mossen	2689061	Bazzania flaccida (Dumort.) Grolle	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Bazzania	Jungermanniopsida	100	FALSE	ACCEPTED	Lepidoziaceae
158	bazzitri	Groot zweepmos	Bazzania trilobata (L.) S.F.Gray	INBSYS0000000651	Mossen	2689063	Bazzania trilobata (L.) Gray	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Bazzania	Jungermanniopsida	100	FALSE	ACCEPTED	Lepidoziaceae
159	bazza-sp	Zweepmos (G)	Bazzania	NBNSYS0000130812	Mossen	2689059	Bazzania S.F.Gray	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Bazzania	Jungermanniopsida	94	FALSE	ACCEPTED	Lepidoziaceae
160	blasia-sp	Flesjesmos (G)	Blasia	NBNSYS0000130886	Mossen	2688660	Blasia L.	GENUS	Blasiales	EXACT	Marchantiophyta	Plantae	Blasia	Marchantiopsida	94	FALSE	ACCEPTED	Blasiaceae
161	blasipus	Flesjesmos	Blasia pusilla L.	NBNSYS0000036027	Mossen	2688661	Blasia pusilla L.	SPECIES	Blasiales	EXACT	Marchantiophyta	Plantae	Blasia	Marchantiopsida	100	FALSE	ACCEPTED	Blasiaceae
162	bleph-sp	Wimpertjesmos (G)	Blepharostoma	NBNSYS0000130903	Mossen	2689340	Blepharostoma (Dumort.) Dumort.	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Blepharostoma	Jungermanniopsida	94	FALSE	ACCEPTED	Blepharostomataceae
163	blephtri	Wimpertjesmos	Blepharostoma trichophyllum (L.) Dumort.	NHMSYS0000309438	Mossen	5286361	Blepharostoma trichophyllum (L.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Blepharostoma	Jungermanniopsida	100	FALSE	ACCEPTED	Blepharostomataceae
164	bract-sp	Dikkopmos (G)	Brachythecium	NBNSYS0000130998	Mossen	9479232	Brachythecium Schimp.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
165	bractalb	Bleek dikkopmos	Brachythecium albicans (Hedw.) Schimp.	INBSYS0000000626	Mossen	2679866	Brachythecium albicans W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
166	bractcam	Velddikkopmos	Brachythecium campestre (Müll.Hal.) Schimp.	INBSYS0000000666	Mossen	2679985	Brachythecium campestre W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
167	bractgla	Kalkdikkopmos	Brachythecium glareosum (Bruch ex Spruce) Schimp.	INBSYS0000000562	Mossen	2680019	Brachythecium glareosum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
168	bractmil	Moerasdikkopmos	Brachythecium mildeanum (Schimp.) Schimp.	INBSYS0000000686	Mossen	2679962	Brachythecium mildeanum W.P.Schimper, 1862	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
169	bractoed		Brachythecium oedipodium (Mitt.) Jaeg.	INBSYS0000001046	Mossen	2679958	Brachythecium oedipodium Jaeger, 1878	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
170		Rotsdikkopmos	Brachythecium oxycladum (Brid.) Jaeg.	INBSYS0000001053	Mossen	4279568	Brachythecium oxycladon (Brid.) A.Jaeger	SPECIES	Hypnales	FUZZY	Bryophyta	Plantae	Brachythecium	Bryopsida	99	TRUE	SYNONYM	Brachytheciaceae
171		Oeverdikkopmos	Brachythecium plumosum (Hedw.) Schimp.	INBSYS0000001081	Mossen	2679955	Brachythecium plumosum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
172	bractpop		Brachythecium populeum (Hedw.) Schimp.	INBSYS0000001082	Mossen	8429949	Brachythecium populeum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
173	bractref	Gekromd dikkopmos	Brachythecium reflexum (Starke ex Web. & Mohr) Schimp.	INBSYS0000001083	Mossen	2679979	Brachythecium reflexum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
174	bractriv	Beekdikkopmos	Brachythecium rivulare Schimp.	INBSYS0000000775	Mossen	2679967	Brachythecium rivulare W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
175	bractrut	Gewoon dikkopmos	Brachythecium rutabulum (Hedw.) Schimp.	INBSYS0000000627	Mossen	2679898	Brachythecium rutabulum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
176	bractsal	Glad dikkopmos	Brachythecium salebrosum (Hoffm. ex F.Weber & D.Mohr) Schimp.	INBSYS0000000639	Mossen	8418702	Brachythecium salebrosum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
177	bractvel	Fluweelmos	Brachythecium velutinum (Hedw.) Schimp.	INBSYS0000001084	Mossen	2680029	Brachythecium velutinum W.P.Schimper, 1853	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Brachythecium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
178	breut-sp	Pijpenragermos (G)	Breutelia	NBNSYS0000131012	Mossen	8356696	Breutelia	GENUS	NA	EXACT	Bryophyta	Plantae	Breutelia	Bryopsida	94	FALSE	ACCEPTED	NA
179	breutchr	Pijpenragermos	Breutelia chrysocoma (Hedw.) Lindb.	INBSYS0000000609	Mossen	2676330	Breutelia chrysocoma Lindberg, 1863	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Breutelia	Bryopsida	100	FALSE	ACCEPTED	Bartramiaceae
180	bryoe-sp	Roestvoetje (G)	Bryoerythrophyllum	NBNSYS0000131038	Mossen	2670496	Bryoerythrophyllum P.C.Chen	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Bryoerythrophyllum	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
181	bryoefer	Kalkroestvoetje	Bryoerythrophyllum ferruginascens (Stirt.) Giacom.	NHMSYS0000309468	Mossen	2670505	Bryoerythrophyllum ferruginascens Giacomini, 1947	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Bryoerythrophyllum	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
182	bryoerec	Oranjesteeltje	Bryoerythrophyllum recurvirostrum (Hedw.) P.C.Chen	NHMSYS0000309469	Mossen	2670498	Bryoerythrophyllum recurvirostrum (Hedw.) P.C.Chen	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Bryoerythrophyllum	Bryopsida	100	FALSE	DOUBTFUL	Pottiaceae
183	bryum-sp	Knikmos (G)	Bryum	NBNSYS0000040138	Mossen	2676502	Bryum Hedw.	GENUS	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	94	FALSE	ACCEPTED	Bryaceae
184	bryumalg	Netknikmos	Bryum algovicum Sendtn. ex Müll.Hal.	INBSYS0000000791	Mossen	8540347	Bryum algovicum Sendtn. ex Müll.Hal.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	DOUBTFUL	Bryaceae
185	bryumalp	Prachtknikmos	Bryum alpinum Huds. ex With.	INBSYS0000000756	Mossen	2676860	Bryum alpinum Hudson ex Withering, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
186	bryumarg	Zilvermos	Bryum argenteum Hedw.	NBNSYS0000036628	Mossen	2676667	Bryum argenteum Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
187	bryumbar	Geelkorrelknikmos	Bryum barnesii Wood ex Schimp.	INBSYS0000001085	Mossen	7820559	Bryum barnesii J.B.Wood ex Schimp.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	TRUE	SYNONYM	Bryaceae
188	bryumbor	Aardappelknikmos	Bryum bornholmense Wink. & R.Ruthe	NHMSYS0000309480	Mossen	2676510	Bryum bornholmense Winkelmann & Ruthe, 1899	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
189	bryumcae	Zodeknikmos	Bryum caespiticium Hedw.	NBNSYS0000036615	Mossen	2676901	Bryum caespiticium Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
190	bryumcan	Getand knikmos	Bryum canariense Brid.	NBNSYS0000036607	Mossen	2676857	Bryum canariense Bridel, 1817	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
191	bryumcap	Schroefknikmos	Bryum capillare Hedw.	NBNSYS0000036600	Mossen	7259189	Bryum capillare Hedw.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
192	bryumcre	Dicht knikmos	Bryum creberrimum Taylor	NHMSYS0000309486	Mossen	2676590	Bryum creberrimum Taylor, 1846	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
193	bryumcyc	Rondbladig knikmos	Bryum cyclophyllum (Schwägr.) Bruch & Schimp.	INBSYS0000000692	Mossen	2676535	Bryum cyclophyllum Bruch & W.P.Schimper, 1839	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
194	bryumdem	Knotsknikmos	Bryum demaretianum Arts	INBSYS0000000729	Mossen	2676569	Bryum demaretianum Arts, 1992	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
195	bryumdic	Grofkorrelknikmos	Bryum dichotomum Hedw.	NHMSYS0000309488	Mossen	2676958	Bryum dichotomum Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
196	bryumdon	Dikrandknikmos	Bryum donianum Grev.	NBNSYS0000036599	Mossen	2676883	Bryum donianum Greville, 1827	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
197	bryumdyf	NA	Bryum dyffrynense Holyoak	NHMSYS0000309491	Mossen	7702707	Bryum dyffrynense Holyoak	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
198	bryumele	Sierlijk knikmos	Bryum elegans Nees	INBSYS0000000769	Mossen	2676702	Bryum elegans Nees, 1827	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
199	bryumfun	Knopknikmos	Bryum funckii Schwägr.	INBSYS0000000788	Mossen	7381068	Bryum funckii Schwägr.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
200	bryumgem	Fijnkorrelknikmos	Bryum gemmiferum R.Wilczek & Demaret	NHMSYS0000309494	Mossen	2676693	Bryum gemmiferum R.Wilczek & Demaret, 1976	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
201	bryumgel	Glanzend korrelknikmos	Bryum gemmilucens R.Wilczek & Demaret	NHMSYS0000309495	Mossen	2676684	Bryum gemmilucens R.Wilczek & Demaret, 1976	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
202	bryumgep	Groot korrelknikmos	Bryum gemmiparum De Not.	NBNSYS0000036618	Mossen	2676998	Bryum gemmiparum De Notaris, 1866	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
203	bryumimb	Ongewimperd knikmos	Bryum imbricatum (Schwägr.) Bruch & Schimp.	INBSYS0000001086	Mossen	2676802	Bryum imbricatum Bruch & W.P.Schimper, 1839	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
204	bryumint	Middelst knikmos	Bryum intermedium (Brid.) Blandow	NHMSYS0000309498	Mossen	2676722	Bryum intermedium Blandow, 1809	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
205	bryumkli	Scharlakenknolknikmos	Bryum klinggraeffii Schimp.	NHMSYS0000309499	Mossen	2676677	Bryum klinggraeffii W.P.Schimper, 1858	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
206	bryumkno	Roodmondknikmos	Bryum knowltonii Barnes	NBNSYS0000036597	Mossen	2676666	Bryum knowltonii Barnes, 1889	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
207	bryummil	Rotsknikmos	Bryum mildeanum Jur.	NBNSYS0000036621	Mossen	2676591	Bryum mildeanum Juratzka, 1862	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
208	bryummor	NA	Bryum moravicum Podp.	INBSYS0000000772	Mossen	8226691	Bryum moravicum Podp.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
209	bryummue	Beekknikmos	Bryum muehlenbeckii Bruch & Schimp.	INBSYS0000000733	Mossen	2676974	Bryum muehlenbeckii Bruch & W.P.Schimper, 1846	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
210	bryumneo	Zoddeknikmos	Bryum neodamense Itzigs.	INBSYS0000000757	Mossen	2676926	Bryum neodamense Itzigsohn, 1848	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	DOUBTFUL	Bryaceae
211	bryumpal	Rood knikmos	Bryum pallens Sw. ex anon.	INBSYS0000000793	Mossen	8267474	Bryum pallens Sw. ex Anon.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	DOUBTFUL	Bryaceae
212	bryumpac	Zwanenhalsknikmos	Bryum pallescens Schleich. ex Schwägr.	INBSYS0000000783	Mossen	2676627	Bryum pallescens Schleicher ex Schwaegrichen, 1816	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
213	bryumpse	Veenknikmos	Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.	INBSYS0000000622	Mossen	2676867	Bryum pseudotriquetrum P.G.Gärtner, B.Meyer & Scherbius, 1802	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
214	bryumrad	Muurknikmos	Bryum radiculosum Brid.	NBNSYS0000036631	Mossen	2676761	Bryum radiculosum Bridel, 1817	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
215	bryumrub	Braamknikmos	Bryum rubens Mitt.	NBNSYS0000036639	Mossen	2676553	Bryum rubens Mitten, 1856	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
216	bryumrud	Purperknolknikmos	Bryum ruderale Crundw. & Nyholm	NBNSYS0000036632	Mossen	2676713	Bryum ruderale Crundwell & Nyholm, 1963	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
217	bryumrut	Draadjesknikmos	Bryum rutilans Brid.	INBSYS0000001047	Mossen	2676992	Bryum rutilans Bridel, 1826	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
218	bryumsau	Bruinknolknikmos	Bryum sauteri Bruch & Schimp.	INBSYS0000000734	Mossen	2676949	Bryum sauteri Bruch & W.P.Schimper, 1846	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
219	bryumsti	Bergknikmos	Bryum stirtonii Schimp.	NBNSYS0000036604	Mossen	2676760	Bryum stirtonii W.P.Schimper, 1876	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
220	bryumsub	Roestknolknikmos	Bryum subapiculatum Hampe	NBNSYS0000143315	Mossen	2676737	Bryum subapiculatum Hampe, 1872	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
221	bryumsue	Boomknikmos	Bryum subelegans Kindb.	NBNSYS0000143316	Mossen	2676691	Bryum subelegans Kindberg, 1903	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
222	bryumten	Oranjeknolknikmos	Bryum tenuisetum Limpr.	NBNSYS0000036636	Mossen	2676525	Bryum tenuisetum Limpricht, 1897	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
223	bryumtor	Zonneknikmos	Bryum torquescens Bruch & Schimp.	NHMSYS0000309518	Mossen	4280225	Bryum torquescens Bruch & Schimp.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
224	bryumtur	Urnknikmos	Bryum turbinatum (Hedw.) Turner	NHMSYS0000309520	Mossen	2676903	Bryum turbinatum Turner, 1804	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
225	bryumuli	Rozetknikmos	Bryum uliginosum (Brid.) Bruch & Schimp.	NHMSYS0000309521	Mossen	2676896	Bryum uliginosum Bruch & W.P.Schimper, 1839	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
226	bryumver	Oeverknikmos	Bryum versicolor A. Braun ex Bruch & Schimp.	INBSYS0000001048	Mossen	2676800	Bryum versicolor A.Braun ex Bruch & W.P.Schimper, 1839	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
227	bryumvio	Violetknolknikmos	Bryum violaceum Crundw. & Nyholm	NBNSYS0000036633	Mossen	2676703	Bryum violaceum Crundwell & Nyholm, 1963	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
228	bryumwar	Kwelderknikmos	Bryum warneum (Röhl.) Brid.	INBSYS0000000674	Mossen	2676696	Bryum warneum Bridel, 1826	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
229	bryumwei	Bronknikmos	Bryum weigelii Spreng.	NBNSYS0000036591	Mossen	2676686	Bryum weigelii Sprengel, 1807	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
230	buxba-sp	Kaboutermos (G)	Buxbaumia	NBNSYS0000131082	Mossen	2682839	Buxbaumia Hedw.	GENUS	Buxbaumiales	EXACT	Bryophyta	Plantae	Buxbaumia	Bryopsida	94	FALSE	ACCEPTED	Buxbaumiaceae
231	buxbaaph	Kaboutermos	Buxbaumia aphylla Hedw.	NBNSYS0000036153	Mossen	2682840	Buxbaumia aphylla Hedwig, 1801	SPECIES	Buxbaumiales	EXACT	Bryophyta	Plantae	Buxbaumia	Bryopsida	100	FALSE	ACCEPTED	Buxbaumiaceae
232	calgn-sp	Nerfpuntmos (G)	Calliergon	NBNSYS0000131137	Mossen	2681674	Calliergon (Sull.) Kindb.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Calliergon	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
233	calgncor	Hartbladig puntmos	Calliergon cordifolium (Hedw.) Kindb.	NBNSYS0000036844	Mossen	2681678	Calliergon cordifolium Kindberg, 1894	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Calliergon	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
